pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C09+C10,information/entropy geometry + operational process tuple,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C09+C10,information/entropy geometry + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C09+C10,information/entropy geometry + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,1,False,environment;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C09+C10,information/entropy geometry + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C09+C10,information/entropy geometry + operational process tuple,D07,stochastic thermodynamics and feedback,3,True,entropy;environment;information;measurement,"Requires bath, temperature, energy scale and reset ledger."
C09+C10,information/entropy geometry + operational process tuple,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C09+C10,information/entropy geometry + operational process tuple,D09,noncommutative geometry and spectral action,0,False,geometry,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C09+C10,information/entropy geometry + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C09+C10,information/entropy geometry + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C09+C10,information/entropy geometry + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C09+C10,information/entropy geometry + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C09+C10,information/entropy geometry + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C09+C10,information/entropy geometry + operational process tuple,D15,statistical field theory and random operators,1,False,entropy;probability,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,2,True,entropy;information;units,"Requires bath, temperature, energy scale and reset ledger."
C09+C11,information/entropy geometry + dimensional-scale obstruction,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C09+C11,information/entropy geometry + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,1,True,dimensions;geometry,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C09+C11,information/entropy geometry + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C09+C11,information/entropy geometry + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C09+C11,information/entropy geometry + dimensional-scale obstruction,D15,statistical field theory and random operators,2,True,entropy;probability;scale,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C09+C12,information/entropy geometry + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C09+C12,information/entropy geometry + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
